"Age","Gender","Education","Educ","Political","Mean_Animal_reminder","Mean_Contamination","Mean_core","Mean_general_ds"
24,"female",15,"Coll_Univ","left",3,1.5,3.36363636363636,2.91304347826087
24,"male",12,"HS","left",NA,NA,NA,NA
30,"female",17,"Grad_Prof","center",2.25,2.5,1.90909090909091,2.1304347826087
12,"male",12,"HS","right",NA,NA,NA,NA
23,"male",12,"HS","left",2.625,1.75,1.36363636363636,1.8695652173913
20,"female",12,"HS","right",2.625,2.75,3.27272727272727,2.95652173913043
21,"female",15,"Coll_Univ","left",2.75,3.25,3.18181818181818,3.04347826086957
28,"female",15,"Coll_Univ","left",1.375,1.75,2.36363636363636,1.91304347826087
28,"male",16,"Coll_Univ","left",2.125,2.5,1.81818181818182,2.04347826086957
61,"male",15,"Coll_Univ","center",1.875,2.75,2.36363636363636,2.26086956521739
24,"male",14,"HS","right",1.125,2.75,2.54545454545455,2.08695652173913
53,"male",15,"Coll_Univ","left",2.5,1.75,2.18181818181818,2.21739130434783
30,"female",15,"Coll_Univ","left",2.875,2.25,2.81818181818182,2.73913043478261
34,"female",13,"HS","right",2.5,3.25,3.18181818181818,2.95652173913043
23,"male",12,"HS","right",2.875,1,1.72727272727273,2
38,"female",15,"Coll_Univ","left",2.125,1.75,2.09090909090909,2.04347826086957
56,"male",18,"Grad_Prof","left",2,1.75,1.90909090909091,1.91304347826087
23,"male",12,"HS","left",2.375,3,3.63636363636364,3.08695652173913
25,"male",12,"HS","right",3.25,3,2,2.60869565217391
28,"female",12,"HS","center",2,1.5,2.54545454545455,2.17391304347826
20,"female",12,"HS","center",3.5,2.25,2.09090909090909,2.60869565217391
40,"male",17,"Grad_Prof","center",3.375,3,2.81818181818182,3.04347826086957
18.5,"male",12,"HS","right",NA,NA,NA,NA
53,"female",12,"HS","right",3.125,1.75,2.18181818181818,2.43478260869565
28,"male",10,"Less_HS","center",2.125,2,2.90909090909091,2.47826086956522
46,"male",12,"HS","center",2.875,1.75,2.90909090909091,2.69565217391304
32,"male",16,"Coll_Univ","left",2.625,2.75,2.18181818181818,2.43478260869565
51,"female",12,"HS","center",3,2.25,2.72727272727273,2.73913043478261
32,"female",15,"Coll_Univ","right",2.625,2.5,3,2.78260869565217
37,"female",15,"Coll_Univ","right",NA,NA,NA,NA
32,"male",15,"Coll_Univ","left",2.375,2,2.18181818181818,2.21739130434783
18,"female",12,"HS","center",3.125,1.75,2.63636363636364,2.65217391304348
31,"male",15,"Coll_Univ","center",2.375,2.25,2.31818181818182,2.32608695652174
40,"female",19,"Grad_Prof","left",1.25,1.5,2.36363636363636,1.82608695652174
19.5,"male",12,"HS","left",2.25,2.5,1.45454545454545,1.91304347826087
31,"female",18,"Grad_Prof","center",2.625,2.25,1.63636363636364,2.08695652173913
47,"male",14,"HS","center",2.25,1,2.27272727272727,2.04347826086957
21,"female",NA,NA,"right",NA,NA,NA,NA
18,"male",12,"HS","right",NA,NA,NA,NA
21,"male",12,"HS","left",3,1.25,1.27272727272727,1.8695652173913
24,"female",15,"Coll_Univ","left",1.5,2.25,1.09090909090909,1.43478260869565
52,"female",12,"HS","center",2.625,3.5,3.27272727272727,3.08695652173913
60,"male",14,"HS","center",1.25,2,0.818181818181818,1.17391304347826
85,"male",15,"Coll_Univ","center",2.125,3.5,2.54545454545455,2.56521739130435
55,"male",15,"Coll_Univ","left",1.625,2,1.72727272727273,1.73913043478261
62,"male",17,"Grad_Prof","center",1.625,1,1.90909090909091,1.65217391304348
27,"female",17,"Grad_Prof","right",2.375,2,2.54545454545455,2.39130434782609
23,"male",12,"HS","right",2.25,2.25,2.18181818181818,2.21739130434783
40,"male",15,"Coll_Univ","right",NA,NA,NA,NA
33,"female",15,"Coll_Univ","left",2.125,2,2.54545454545455,2.30434782608696
29,"male",12,"HS","center",2.625,2.75,2.22727272727273,2.45652173913043
19,"female",12,"HS","right",NA,NA,NA,NA
37,"male",15,"Coll_Univ","left",2.625,1.25,2.27272727272727,2.21739130434783
22,"female",15,"Coll_Univ","right",3,1.75,1.81818181818182,2.21739130434783
22,"female",12,"HS","left",3,3,3.63636363636364,3.30434782608696
21,"female",12,"HS","center",1.25,1.5,2.54545454545455,1.91304347826087
27,"female",15,"Coll_Univ","right",3,3.75,3.63636363636364,3.43478260869565
32,"female",23,"Grad_Prof","right",2,2.5,2.27272727272727,2.21739130434783
40,"male",15,"Coll_Univ","right",2.875,2.75,2.09090909090909,2.47826086956522
28,"male",15,"Coll_Univ","left",2.625,2,2.27272727272727,2.34782608695652
63,"male",10,"Less_HS","right",NA,NA,NA,NA
26,"female",15,"Coll_Univ","right",3.5,3,3,3.17391304347826
24,"male",12,"HS","center",3.25,2.75,3,3.04347826086957
24,"female",15,"Coll_Univ","right",2.25,2.75,3.36363636363636,2.8695652173913
59,"male",27,"Grad_Prof","center",1,2,1.72727272727273,1.52173913043478
34,"female",15,"Coll_Univ","left",3.25,3.25,3.27272727272727,3.26086956521739
31,"male",15,"Coll_Univ","center",2.25,1.5,2.09090909090909,2.04347826086957
20,"male",12,"HS","left",2.75,0,1.54545454545455,1.69565217391304
42,"female",15,"Coll_Univ","right",3.375,2.25,3,3
32,"female",15,"Coll_Univ","center",2.125,2,2.36363636363636,2.21739130434783
32,"female",18,"Grad_Prof","right",1.875,3.25,2.72727272727273,2.52173913043478
30,"female",14,"HS","center",1.625,2.25,2.18181818181818,2
27,"male",17,"Grad_Prof","center",3,3.5,3.09090909090909,3.1304347826087
25,"male",12,"HS","right",2.875,2,2.72727272727273,2.65217391304348
27,"female",12,"HS","center",1.125,0.75,1.63636363636364,1.30434782608696
44,"male",15,"Coll_Univ","right",2.125,1.75,1.90909090909091,1.95652173913043
23,"female",12,"HS","right",2.5,2.5,2.18181818181818,2.34782608695652
29,"male",15,"Coll_Univ","center",NA,NA,NA,NA
26,"female",14,"HS","left",3.375,2.5,3.09090909090909,3.08695652173913
65,"male",13,"HS","center",0.875,2,1.36363636363636,1.30434782608696
27,"male",12,"HS","right",2.375,2.25,2.18181818181818,2.26086956521739
34,"female",18,"Grad_Prof","right",3.25,2.75,2.36363636363636,2.73913043478261
31,"female",15,"Coll_Univ","center",NA,NA,NA,NA
38,"male",17,"Grad_Prof","right",2.5,3.25,3.09090909090909,2.91304347826087
33,"male",15,"Coll_Univ","left",2.875,2,2.18181818181818,2.39130434782609
27,"male",16,"Coll_Univ","right",2.25,0.75,1.72727272727273,1.73913043478261
19,"female",12,"HS","right",3,2.75,2.45454545454545,2.69565217391304
37,"male",12,"HS","left",2,0.75,1.27272727272727,1.43478260869565
44,"male",15,"Coll_Univ","center",1.125,0.25,1.36363636363636,1.08695652173913
25,"female",15,"Coll_Univ","left",NA,NA,NA,NA
43,"male",15,"Coll_Univ","center",2,1.25,2.18181818181818,1.95652173913043
41,"female",16,"Coll_Univ","left",1.75,1.25,2,1.78260869565217
26,"male",12,"HS","right",2.75,3,3.63636363636364,3.21739130434783
65,"female",16,"Coll_Univ","left",1.5,2.5,2.27272727272727,2.04347826086957
19.5,"male",11,"Less_HS","right",2.25,2.5,1.90909090909091,2.1304347826087
23,"female",12,"HS","right",2.875,2.5,2.54545454545455,2.65217391304348
24,"male",12,"HS","right",2.875,3.5,2.90909090909091,3
17.5,"male",13,"HS","center",1.875,1.5,2.63636363636364,2.17391304347826
24,"female",15,"Coll_Univ","center",3.375,2.5,2.90909090909091,3
43,"male",12,"HS","center",1.875,1.5,2.36363636363636,2.04347826086957
23,"male",12,"HS","right",3.75,2,3.54545454545455,3.34782608695652
36,"male",15,"Coll_Univ","left",2,1,1.45454545454545,1.56521739130435
28,"female",NA,NA,"left",NA,NA,NA,NA
38,"female",15,"Coll_Univ","right",3,3.25,2.27272727272727,2.69565217391304
22,"male",15,"Coll_Univ","left",1.25,2,2.36363636363636,1.91304347826087
27,"female",16,"Coll_Univ","left",2.375,1.75,3,2.56521739130435
22,"female",14,"HS","right",3.375,10.25,3.09090909090909,4.43478260869565
